track_name,track_artist,track_album_release_date,playlist_genre
Trampled Under Foot - 2007 Remastered Version,Led Zeppelin,2007,rock
This Time - Klaas Remix Edit,DJ Antoine,2007,edm
Better in Time,Leona Lewis,2007,edm
Move On Up,The Dynamics,2007,r&b
Sundo,Imago,2007,rock
Humanity,Scorpions,2007,rock
Sweet Dreams,La Bouche,2007,pop
Destination Calabria (Edit),Alex Gaudino,2007,edm
Duffle Bag Boy,Playaz Circle,2007,rap
Why Do You Love Me,Garbage,2007,rock
Fake It,Seether,2007,rock
Rise up - Club mix,Yves Larock,2007,edm
Standing In The Way Of Control,Gossip,2007,rock
My 64 (feat. Bun B & Snoop Dogg),Mike Jones,2007,rap
Go Getta - (Explicit),Jeezy,2007,rap
Golden Skans,Klaxons,2007,rock
Hot In Herre,Jenny Owen Youngs,2007,r&b
Ride Wit Me - Album Version (Edited),Nelly,2007,pop
Destillat - VNV Nation Remix,Das Ich,2007,pop
"Nuthin' But A ""G"" Thang",Dr. Dre,2007,rap
Smokers Outside the Hospital Doors,Editors,2007,rock
México Lindo y Bandido,Cartel De Santa,2007,rap
FMLYHM,Seether,2007,rock
Todos Me Miran,Gloria Trevi,2007,latin
Bleeding Love,Leona Lewis,2007,pop
I Follow Rivers,Lykke Li,2008,pop
"Ain't 2 Proud 2 Beg - U.S. 7"" Edit",TLC,2008,r&b
Sandmann,OOMPH!,2008,pop
Stay My Baby,Miranda Cosgrove,2008,pop
If You Run,You Me At Six,2008,pop
So What,P!nk,2008,pop
Save It For The Bedroom,You Me At Six,2008,pop
On my shoulders,The Dø,2008,rock
Hot N Cold,Katy Perry,2008,pop
Gossip,You Me At Six,2008,pop
Na De Na,Angel Y Khriz,2008,latin
Kiss And Tell,You Me At Six,2008,pop
Feels like the First Time - 2008 Remaster,Foreigner,2008,rock
Stepping Stone,Duffy,2008,r&b
If I Were In Your Shoes,You Me At Six,2008,pop
Always Attract,You Me At Six,2008,pop
Take Off Your Colours,You Me At Six,2008,pop
Oh No,Andrew Bird,2008,pop
Make It Rain,The Audition,2008,pop
Finders Keepers,You Me At Six,2008,pop
The Waitress Song,Seth Sentry,2008,r&b
No Me Doy Por Vencido,Luis Fonsi,2008,latin
Syrup & Honey,Duffy,2008,r&b
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,2008,latin
Milkshake,Kelis,2008,rap
Nobody Does It Better,Carly Simon,2008,rock
Paris (Aeroplane Remix),Friendly Fires,2008,pop
Breaking the Law,Judas Priest,2008,rock
Don,Miranda!,2008,latin
Barracuda,Heart,2008,rock
Concrete Schoolyard,Jurassic 5,2008,r&b
Got Your Money,Ol' Dirty Bastard,2008,rap
Warwick Avenue,Duffy,2008,r&b
Sweet Feet,You Me At Six,2008,pop
The Rumour,You Me At Six,2008,pop
Jealous Minds Think Alike,You Me At Six,2008,pop
Warm Me Up,The Audition,2008,pop
Call That A Comeback,You Me At Six,2008,pop
El Beso,Jotdog,2009,pop
Rain,Status Quo,2009,rock
Kandi,One Eskimo,2009,r&b
Rockin' All Over The World,Status Quo,2009,rock
Permitame (feat. Yandel),Tony Dize,2009,latin
She's Finding Me Out,The Friday Night Boys,2009,pop
Los Angeles,The Audition,2009,pop
Daylight,Matt and Kim,2009,pop
Just Ain't Gonna Work Out,Mayer Hawthorne,2009,r&b
Iron Man,Black Sabbath,2009,rock
Whatever You Want,Status Quo,2009,rock
Prrrum - Remix,Cosculluela,2009,latin
Colgando en tus manos (con Marta Sánchez),Carlos Baute,2009,latin
Hasta Contar a Mil,Jotdog,2009,pop
Swimming In The Flood,Passion Pit,2009,pop
Amazing,One Eskimo,2009,r&b
You're Going Down,Sick Puppies,2009,rock
Bad Romance,Lady Gaga,2009,pop
This Girl (feat. Kylie Auldist),Cookin' On 3 Burners,2009,r&b
Stupid Love Letter,The Friday Night Boys,2009,pop
My Temperature Is Rising,The Audition,2009,pop
Love With a Motive,The Audition,2009,pop
Bad Romance - Live,Thirty Seconds To Mars,2009,latin
Psychic City - Classixx Remix,YACHT,2009,pop
God & Country,FGFC820,2009,pop
All the Pretty Girls,fun.,2009,pop
A Warrior's Call,Volbeat,2010,rock
Es un Secreto,Plan B,2010,latin
Sprawl II (Mountains Beyond Mountains),Arcade Fire,2010,pop
Love Will Tear Us Apart - 2010 Remaster,Joy Division,2010,pop
The Wizard,Uriah Heep,2010,rock
Pensando en Ti,Canserbero,2010,rock
Dandole Remix,Omega,2010,latin
Pass Out,Tinie Tempah,2010,pop
Carry on Wayward Son,Kansas,2010,rock
The Suburbs,Arcade Fire,2010,rock
Your Love Is My Drug,Kesha,2010,pop
Gingerbread Man,Dirty Honkers,2010,edm
Si No Le Contesto,Plan B,2010,latin
Dark Allies,Light Asylum,2010,pop
Hit 'Em up Style,Carolina Chocolate Drops,2010,r&b
My Life,Billy Joel,2010,rock
Ostblocknutten,Kollegah,2010,rap
You May Be Right,Billy Joel,2010,rock
In Your Arms,Kina Grannis,2010,pop
Transmission - 2010 Remaster,Joy Division,2010,rock
TiK ToK,Kesha,2010,pop
Sometimes,Miami Horror,2010,pop
Atmosphere - 2010 Remaster,Joy Division,2010,rock
Tante Lien,De Jeugd Van Tegenwoordig,2010,rap
Estar Enamorado,Golpe a Golpe,2010,latin
Lights - Single Version,Ellie Goulding,2010,latin
Misery - Acoustic Version,Maroon 5,2010,latin
You Don't Know How Lucky You Are,Keaton Henson,2010,r&b
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,2010,pop
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,2010,pop
Psychic Driving,Soft Metals,2011,pop
Under and Over It,Five Finger Death Punch,2011,rock
Wanted,Hunter Hayes,2011,latin
Midnight City,M83,2011,pop
My Body,Young the Giant,2011,pop
Lessons In Love (feat. Neon Trees),Kaskade,2011,edm
Power,Pompeya,2011,r&b
Cough Syrup,Young the Giant,2011,pop
What You Want,Evanescence,2011,rock
No Beef,Afrojack,2011,edm
I Follow Rivers,Lykke Li,2011,pop
Una Vaina Loca,Fuego,2011,latin
Tacata' - Radio Edit,Tacabro,2011,latin
Querida,Juan Gabriel,2011,latin
Turn It Down (with Rebecca & Fiona) - Radio Edit,Kaskade,2011,edm
Angel With A Shotgun,The Cab,2011,pop
Cinema (feat. Gary Go) - Radio Edit,Benny Benassi,2011,pop
Great Southern Land - Remastered,ICEHOUSE,2011,pop
17,Youth Lagoon,2011,pop
Bossaura,Kollegah,2011,rap
Army of Two,Olly Murs,2011,edm
Rattle - Original Mix,Bingo Players,2011,pop
99 Problems,Hugo,2011,r&b
All In My Head,Tori Kelly,2012,r&b
Looking Back - Walden Remix,The Only,2012,edm
Conquista,Jerau,2012,latin
Crazy Swing,!deladap,2012,edm
Losing You,Solange,2012,r&b
El Toque del Amor,Dragon & Caballero,2012,latin
The Recipe - Bonus Track,Kendrick Lamar,2012,rap
Push Play,Zedd,2012,edm
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2012,edm
Pursuit of Happiness - Steve Aoki Remix,Kid Cudi,2012,edm
Poetic Justice,Kendrick Lamar,2012,rap
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2012,pop
She,Elvis Costello,2012,rock
Backseat Freestyle,Kendrick Lamar,2012,rap
Timber (feat. Ke$ha),Pitbull,2012,pop
Yo Se Que Tu Quieres (feat. Ñengo Flow),Sammy & Falsetto,2012,latin
Every Day - Radio Edit,Eric Prydz,2012,edm
Billie Jean,The Civil Wars,2012,r&b
Turbulence - Radio Edit,Steve Aoki,2012,edm
Crystallize,Lindsey Stirling,2012,pop
Elements,Lindsey Stirling,2012,pop
Classic,MKTO,2012,pop
Dreamers,Savoir Adore,2012,pop
Kid A,Punch Brothers,2012,r&b
Faith - Radio Edit,Blasterjaxx,2013,edm
Chartreuse,Capital Cities,2013,pop
Ghost,Motorama,2013,rock
Jeepney,Sponge Cola,2013,rock
Kangaroo Court,Capital Cities,2013,pop
Thinking out Loud,Ed Sheeran,2013,pop
Gemini,Sponge Cola,2013,rock
Get Up (Rattle) - Vocal Edit,Bingo Players,2013,edm
Like Home - Radio Mix,Nicky Romero,2013,edm
Photograph,Ed Sheeran,2013,pop
Mystica - Original Mix,Blasterjaxx,2013,edm
Bring It,Trapt,2013,rock
Wind In Her Hair,Motorama,2013,rock
Safe And Sound,Capital Cities,2013,pop
Paris,Magic Man,2013,pop
Safe And Sound,Capital Cities,2013,pop
Love Hate Relationship,Trapt,2013,rock
Klsp,Sponge Cola,2013,rock
Alps,Motorama,2013,rock
Safe And Sound - Dzeko And Torres’ Digital Dreamin Remix,Capital Cities,2013,edm
Kannste ma sehn,Baba Saad,2014,rap
Shake The Earth (feat. Lyon Hart) (OLWIK Remix),Elephante,2014,edm
All I Ever Need,Austin Mahone,2014,pop
I Got U - Radio Edit,Duke Dumont,2014,latin
Buy U a Drank (Shawty Snappin'),T-Pain,2014,r&b
Biggest Joke Of All,Fatima,2014,r&b
Mmm Yeah (feat. Pitbull),Austin Mahone,2014,pop
Locket,Kilo Kish,2014,r&b
Kidnap Me,CRUISR,2014,pop
My Demons,STARSET,2014,rock
What About Love,Austin Mahone,2014,pop
Crazy Train,Ozzy Osbourne,2014,rock
Mama Ain't Proud,Guy Sebastian,2014,latin
Runaway - Maths Time Joy Remix,Electric Youth,2014,pop
All Over,CRUISR,2014,pop
Sunset Lover,Petit Biscuit,2015,pop
See You Again (feat. Charlie Puth),Wiz Khalifa,2015,pop
Affection,Cigarettes After Sex,2015,pop
Burning House (feat. Aaron Krause),EZA,2015,pop
The Sun - Klingande Remix Radio Edit,Parov Stelar,2015,latin
Spark,Kasket Club,2015,pop
Say My Name - Remix Edit,ODESZA,2015,latin
Vanille fraise,L'Impératrice,2015,rock
I Would Like,Zara Larsson,2016,pop
Levantando Bandera,Remik Gonzalez,2016,rap
Chantaje,Shakira,2016,latin
Hear Me Now,Alok,2016,pop
Magic City,Wahlstedt,2016,edm
The Greatest,Sia,2016,pop
Play That Song,Train,2016,pop
"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny",James Vincent McMorrow,2016,r&b
Kill Jill,Big Boi,2017,rap
Unforgettable,French Montana,2017,pop
Bae - KVR Remix,Marcus & Martinus,2017,latin
In the Morning,Jaded,2017,edm
Lost in the Fire,Gesaffelstein,2019,pop
