track_name,track_artist,lyrics,track_album_release_date
Don't Believe A Word,Thin Lizzy,"Don't believe me if I tell you Not a word of this is true Don't believe me if I tell you Especially if I tell you I'm in love with you Don't believe me if I tell you That I wrote this song for you There just might be Some other silly pretty girl I'm singing to Don't believe a word For words are so easily spoken And your heart is just like that promise Made to be broken Don't believe a word Cause words can tell lies And lies are no company When there's tears in your eyes Don't believe me if I tell you Not a word of this is true Don't believe me if I tell you Especially if I tell you That I'm in love with you Don't believe a word No, don't believe a word Don't believe me, don't believe me Not a single word Hey, don't try",1976
Keep It Warm,Flo & Eddie,"Write another song for the money Something they can sing, not so funny Money in the bank to keep us warm Stick another grape in the juicer Or fill your guts with grease and get get looser You are what you eat , so eat it warm Roll another joint for the Gipper Get the Gipper high, he gets hipper Stick it in his mouth and keep him warm Elect another jerk to the White House Gracie Slick is losing her door mouse Take her off the streets and keep her warm Fight another war if they make you Squeal on a friend or they'll take you The future's in your lap, so keep it warm... Warm, here in your arms Safe from all harm, where I belong Warm, cozy and calm, another Dawn together warm....My woodie's broken down by the beach now And TM's gotten far out of reach now Tell the Mahareesh to keep it warm (We're picking up good vibrations) George is suing Paul, suing Ringo And immigration wants John and Yoko All they need is love, to keep them warm Kill another whale with your power Or shoot a bunch a kids from a tower Snipe them in there cars Blood keeps them warm Or make a better world from the old one Make yourself a baby and hold one Hold her in your arms and keep her warm Keep her warm, Keep her warm Keep her warm...........",1976
Lowdown - Edit,Boz Scaggs,"Baby's into runnin' around, hangin' with the crowd Puttin' your business in the street, talkin' out loud Sayin' you bought her this and that And how much you done spent I swear she must believe it's all heaven sent Hey, boy You better bring the chick around To the sad, sad truth The dirty lowdown (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Taught her how to talk like that (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Gave her that big idea Nothin' you can't handle, nothin' you ain't got Put your money on the table and drive it off the lot Turn on that old lovelight and turn a ""Maybe"" to a ""Yes"" Same old schoolboy game got you into this mess Hey son Better get on back to town Face the sad old truth The dirty lowdown (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Put those ideas in your head (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Yeah Come on back down, little son Dig the low, low, low, low, lowdown! You ain't got to be so bad, got to be so cold This dog eat dog existence sure is getting old Got to have a jones for this, jones for that This runnin' with the Joneses, boy, just ain't where it's at, no, no You gonna come back around To the sad, sad truth The dirty lowdown (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) Got you thinking like that, boy (Oohooohooohooo) (I wonder, wonder, wonder, wonder who) I wonder, wonder, wonder, wonder who Said I wonder, wonder, wonder, I wonder who Oh, look out for that lowdown (I wonder, wonder, wonder, wonder who) That dirty, dirty, dirty, dirty lowdown (Ooohooohooohooo) I wonder, wonder, wonder, wonder who Ooohooohooohooo I wonder, wonder, wonder, wonder who Got you thinkin' like that Got you thinkin' just like that (Ooohooohooohooo) (I wonder, wonder, wonder, wonder who) Lookin' that girl in the face is so sad I'm ashamed of you I wonder, wonder, wonder, wonder who",1976
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,"Stay away from my window Stay away from my back door too Disconnect the telephone line Relax baby and draw that blind Kick off your shoes and sit right down Loosen off that pretty French gown Let me pour you a good long drink Ooh, baby, don't you hesitate 'cause Tonight's the night It's gonna be alright 'Cause I love you girl Ain't nobody gonna stop us now C'mon, angel, my hearts on fire Don't deny your man's desire You'd be a fool to stop this tide Spread your wings and let me come inside 'cause Tonight's the night It's gonna be alright 'Cause I love you girl Ain't nobody gonna stop us now NA Don't say a word my virgin child Just let your inhibitions run wild The secret is about to unfold Upstairs before the night's too old Tonight's the night It's gonna be alright 'Cause I love you woman Ain't nobody gonna stop us now",1976
Stand Tall,Burton Cummings,"Never been this blue Never knew the meaning of a heartache But then again, I've never lost at love before Somewhere down the road Maybe all these years will find some meaning I just can't think about it now, or live 'em out anymore Chorus Stand Tall, don't you fall oh, don't go and do something foolish You're feeling it like everyone, it's silly human pride Stand Tall, don't you fall. don't go do something you'll regret later You're feeling it like everyone, it's silly human pride Never lasted so long Or through so much - or through so many I just can't believe I could throw it all away Sometimes late at night When there's nothing here except my old piano I'd almost give my hands to make you see my way Chorus Stand Tall, don't you fall oh, don't go and do something foolish You're feeling it like everyone, it's silly human pride; You got me down on my knees for ya, mama Stand Tall, don't you fall. donn't go do something you'll regret later You're feeling it like everyone, it's silly human pride",1976
Running Out Of Lies,Johnnie Taylor,"I'm tired of lying, peeping and hiding And low class places Oh I'm so tired, baby I'm tired of worrying, whenever I come home late With your lipstick traces Oh yes I am, babe You can rest assured my woman's no fool She can tell I been loving you Stealing your love is getting harder and harder The excuses I been giving just won't hold water I'm running out of lies Getting hard to think of an alibi Running out of lies Getting hard to think of an alibi Please say goodbye I've got too many alibis Oh yes I do I'm spreading myself a little too thin Trying to do the job of too many men You can rest assured my woman's no fool She can tell just as good I been loving you Stealing your love is getting harder and harder The excuses I been giving just won't hold water I'm running out of lies Getting hard to think of an alibi Running out of lies Getting hard to think of an alibi No my woman ain't no fool, y'all She can tell just as good that I been out with somebody else You know a lot of times I don't wanna talk about it I try, I try to get it off of my mind But then my conscience, you know everybody got a conscience My conscience get to bothering me And when I try to go to sleep at night Seem like to me I can hear my conscience say ""Johnnie you oughta be ashamed of yourself you know you got a good woman and you oughta treat her right."" I made a deal with my conscience That if my conscience didn't bother me I sure wouldn't bother my conscience But every now and then it comes around to me and tells me ""Johnnie you know you been wrong, yes you have."" A lot of fellas out there been wrong You oughta go to your baby and tell her honey oh I'm sorry for taking you through all of these changes. I'm sorry baby. I'm sorry that I did you wrong. I'm sorry I broke your heart baby And it seem like to me I'm running out of lies It's getting hard to think of an alibi (Fade out)",1976
Peace of Mind,Boston,"Now if your feelin' kinda low 'bout the dues you've been payin'Future's comin' much too slow And you wanna run but somehow you just keep on stayin' Can't decide on which way to go I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Now you're climbing to the top of the company ladder Hope it doesn't take too long Can't you see there'll come a day when it won't matter Come a day when you'll be gone I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Take a look ahead Take a look ahead Yeah, yeah, yeah, yeah Well everybody's got advice they just keep on givin' Doesn't mean too much to me Lots of people have to make believe they're livin' Can't decide who they should be I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Take a look ahead Take a look ahead Look ahead!",1976
More Than a Feeling,Boston,"I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away",1976
Lodi,Creedence Clearwater Revival,"Just about a year ago I set out on the road Seekin´ my fame and fortune Lookin´ for a pot of gold Things got bad and things got worse I guess you know the tune Oh Lord, stuck in Lodi again Rode in on the Greyhound I´ll be walkin´ out if I go I was just passin´ through Must be seven months or more Ran out of time and money Looks like they took my friend Oh Lord, stuck in Lodi again The man from the magazine Said I was on my way Somewhere I lost connections Ran out of songs to play I came into town a one night stand Looks like my plans fell through Oh Lord, stuck in Lodi again If I only had a dollar For every song I´ve sung And every time I had to play While people sat there drunk You know, I´d catch the next train Back to where I live Oh Lord, stuck in Lodi again Oh Lord, stuck in Lodi again",1976
Still the One,Orleans,"We've been together since way back when Sometimes I never want to see you again But I want you to know, after all these years You're still the one I want whispering in my ear You're still the one I want to talk to in bed Still the one that turns my head We're still having fun and you're still the one I looked at your face every day But I never saw it 'til I went away When winter came, I just wanted to go (Wanted to go) Deep in the desert, I longed for the snow You're still the one that makes me laugh Still the one that's my better half We're still having fun and you're still the one You're still the one that makes me strong Still the one I want to take along We're still having fun and you're still the one Yes, you are Ooh Ooh Changing, our love is going gold Even though we grow old, it grows new You're still the one that I love to touch Still the one and I can't get enough We're still having fun and you're still the one You're still the one who can scratch my itch (You're) Still the one that I wouldn't switch We're still having fun and you're still the one You are still the one that makes me shout Still the one that I dream about We're still having fun and you're still the one You are still the one You're still the one We're still having fun and you're still the one",1976
The Boys Are Back In Town,Thin Lizzy,"Guess who just got back today? Them wild-eyed boys that'd been away Haven't changed, had much to say But man, I still think them cats are crazy They were askin' if you were around How you was, where you could be found Told them you were livin' downtown Drivin' all the old men crazy The boys are back in town (The boys are back in town) I said, the boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) You know that chick that used to dance a lot Every night, she'd be on the floor, shakin' what she's got Man, when I tell ya she was cool, she was red hot I mean she was steamin' And that time over at Johnny's place Well, this chick got up and she Slapped Johnny's face Man, we just fell about the place If that chick don't wanna know, forget her The boys are back in town The boys are back in town I said, the boys are back in town The boys are back in town The boys are back in town The boys are back in town The boys are back in town The boys are back in town{Instrumental} Spread the word around guess who's back in town You spread the word around Friday night they'll be dressed to kill Down at Dino's bar and grill The drink will flow, and blood will spill And if the boys wanna fight you Better let 'em That jukebox in the corner Blasting out my favorite song The nights are gettin' warmer It won't be long Won't be long 'til summer comes Now that the boys are here again The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) Spread the word around The boys are back in town (The boys are back in town) The boys are back, the boys are back The boys are back in town again They're hangin' down at Dino's The boys are back in town again!",1976
When I Need You - Remastered,Leo Sayer,"When I need you I just close my eyes and I'm with you And all that I so want to give you It's only a heartbeat away When I need love I hold out my hands and I touch love I never knew there was so much love Keeping me warm night and day Miles and miles of empty space in between us A telephone can't take the place of your smile But you know I won't be traveling forever It's cold out, but hold out and do like I do When I need you I just close my eyes and I'm with you And all that I so want to give you, babe It's only a heartbeat away It's not easy when the road is your driver Honey, that's a heavy load that we bear But you know I won't be traveling a lifetime It's cold out, but hold out and do like I do Oh, I need you When I need love I hold out my hands and I touch love I never knew there was so much love Keeping me warm night and day When I need you I just close my eyes And you're right here by my side Keeping me warm night and day I just hold out my hand Just hold out my hand And I'm with you darling Yes I'm with you darling All I want to give you Is only a heartbeat away Oh I need you darling Oh i want you darling",1976
More Than a Feeling,Boston,"I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I looked out this morning and the sun was gone Turned on some music to start my day I lost myself in a familiar song I closed my eyes and I slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away So many people have come and gone Their faces fade as the years go by Yet I still recall as I wander on As clear as the sun in the summer sky It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away I see my Marianne walkin' away NA When I'm tired and thinking cold I hide in my music, forget the day And dream of a girl I used to know I closed my eyes and she slipped away She slipped away It's more than a feeling (more than a feeling) When I hear that old song they used to play (more than a feeling) I begin dreaming (more than a feeling) 'Till I see Marianne walk away",1976
Green River,Creedence Clearwater Revival,"Well, take me back down where cool water flow, ya Let me remember things I love, ah Stoppin' at the log where catfish bite Walkin' along the river road at night Barefoot girls dancin' in the moonlight I can hear the bullfrog callin' me, oh Wonder if my rope's still hangin' to the tree Love to kick my feet way down the shallow water Shoo fly, dragon fly, get back to your mother Pick up a flat rock, skip it across Green River Well NA Up at Cody's camp I spent my days, Lord With flat car riders and cross-tie walkers Old Cody Junior took me over Said ""You're gonna find the world is smolderin' And if you get lost, come on home to Green River"" Well Come on home",1976
Sunny,Boney M.,"Sunny, yesterday my life was filled with rain Sunny, you smiled at me and really eased the pain The dark days are gone And the bright days are here My Sunny one shines so sincere Sunny one so true, I love you Sunny, thank you for the sunshine bouquet Sunny, thank you for the love you brought my way You gave to me your all and all Now I feel ten feet tall Sunny one so true, I love you Sunny, thank you for the truth you let me see Sunny, thank you for the facts from A to Zee My life was torn like a windblown sand And the rock was formed when you held my hand Sunny one so true, I love you Sunny Sunny, thank you for the smile upon your face Sunny, thank you for the gleam that shows its grace You're my spark of nature's fire You're my sweet complete desire Sunny one so true, I love you Sunny, yesterday my life was filled with rain Sunny, you smiled at me and really eased the pain The dark days are gone And the bright days are here My Sunny one shines so sincere Sunny one so true, I love you I love you I love you I love you I love you I love you I love you",1976
Peace of Mind,Boston,"Now if your feelin' kinda low 'bout the dues you've been payin'Future's comin' much too slow And you wanna run but somehow you just keep on stayin' Can't decide on which way to go I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Now you're climbing to the top of the company ladder Hope it doesn't take too long Can't you see there'll come a day when it won't matter Come a day when you'll be gone I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Take a look ahead Take a look ahead Yeah, yeah, yeah, yeah Well everybody's got advice they just keep on givin' Doesn't mean too much to me Lots of people have to make believe they're livin' Can't decide who they should be I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Take a look ahead Take a look ahead Look ahead! Now if your feelin' kinda low 'bout the dues you've been payin'Future's comin' much too slow And you wanna run but somehow you just keep on stayin' Can't decide on which way to go I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Now you're climbing to the top of the company ladder Hope it doesn't take too long Can't you see there'll come a day when it won't matter Come a day when you'll be gone I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Take a look ahead Take a look ahead Yeah, yeah, yeah, yeah Well everybody's got advice they just keep on givin' Doesn't mean too much to me Lots of people have to make believe they're livin' Can't decide who they should be I understand about indecision But I don't care if I get behind People living in competition All I want is to have my peace of mind Take a look ahead Take a look ahead Look ahead!",1976
The Boys Are Back In Town,Thin Lizzy,"Guess who just got back today? Them wild-eyed boys that'd been away Haven't changed, had much to say But man, I still think them cats are crazy They were askin' if you were around How you was, where you could be found Told them you were livin' downtown Drivin' all the old men crazy The boys are back in town (The boys are back in town) I said, the boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) You know that chick that used to dance a lot Every night, she'd be on the floor, shakin' what she's got Man, when I tell ya she was cool, she was red hot I mean she was steamin' And that time over at Johnny's place Well, this chick got up and she Slapped Johnny's face Man, we just fell about the place If that chick don't wanna know, forget her The boys are back in town The boys are back in town I said, the boys are back in town The boys are back in town The boys are back in town The boys are back in town The boys are back in town The boys are back in town{Instrumental} Spread the word around guess who's back in town You spread the word around Friday night they'll be dressed to kill Down at Dino's bar and grill The drink will flow, and blood will spill And if the boys wanna fight you Better let 'em That jukebox in the corner Blasting out my favorite song The nights are gettin' warmer It won't be long Won't be long 'til summer comes Now that the boys are here again The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) Spread the word around The boys are back in town (The boys are back in town) The boys are back, the boys are back The boys are back in town again They're hangin' down at Dino's The boys are back in town again! Guess who just got back today? Them wild-eyed boys that'd been away Haven't changed, had much to say But man, I still think them cats are crazy They were askin' if you were around How you was, where you could be found Told them you were livin' downtown Drivin' all the old men crazy The boys are back in town (The boys are back in town) I said, the boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) You know that chick that used to dance a lot Every night, she'd be on the floor, shakin' what she's got Man, when I tell ya she was cool, she was red hot I mean she was steamin' And that time over at Johnny's place Well, this chick got up and she Slapped Johnny's face Man, we just fell about the place If that chick don't wanna know, forget her The boys are back in town The boys are back in town I said, the boys are back in town The boys are back in town The boys are back in town The boys are back in town The boys are back in town The boys are back in town{Instrumental} Spread the word around guess who's back in town You spread the word around Friday night they'll be dressed to kill Down at Dino's bar and grill The drink will flow, and blood will spill And if the boys wanna fight you Better let 'em That jukebox in the corner Blasting out my favorite song The nights are gettin' warmer It won't be long Won't be long 'til summer comes Now that the boys are here again The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) The boys are back in town (The boys are back in town) Spread the word around The boys are back in town (The boys are back in town) The boys are back, the boys are back The boys are back in town again They're hangin' down at Dino's The boys are back in town again!",1976
"Hotel California - Live at The Los Angeles Forum, 10/20-22/76",Eagles,"On a dark desert highway Cool wind in my hair Warm smell of colitas Rising up through the air Up ahead in the distance I saw a shimmering light My head grew heavy and my sight grew dim I had to stop for the night There she stood in the doorway I heard the mission bell And I was thinking to myself ""This could be Heaven or this could be Hell""Then she lit up a candle And she showed me the way There were voices down the corridor I thought I heard them say ""Welcome to the Hotel California Such a lovely place (Such a lovely place) Such a lovely face Plenty of room at the Hotel California Any time of year (Any time of year) You can find it here"" Her mind is Tiffany-twisted She got the Mercedes BenzShe got a lot of pretty, pretty boys She calls friends How they dance in the courtyard Sweet summer sweat Some dance to remember Some dance to forget So I called up the Captain ""Please bring me my wine"" He said, ""We haven't had that spirit here since 1969""And still those voices are calling from far away Wake you up in the middle of the night Just to hear them say ""Welcome to the Hotel California Such a lovely place (Such a lovely place) Such a lovely face They living it up at the Hotel California What a nice surprise (what a nice surprise) Bring your alibis"" Mirrors on the ceiling The pink champagne on ice And she said: ""We are all just prisoners here Of our own device""And in the master's chambers They gathered for the feast They stab it with their steely knives But they just can't kill the beast Last thing I remember, I was Running for the door I had to find the passage back To the place I was before""Relax,"" said the night man ""We are programmed to receive You can check out any time you like But you can never leave!"" NA",1976
Carry on Wayward Son,Kansas,"Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond this illusion I was soaring ever higher But I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreaming I can hear them say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, well It surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune But I hear the voices say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more No! NA Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty But surely heaven waits for you Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry Don't you cry no more No more! Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond this illusion I was soaring ever higher But I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreaming I can hear them say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, well It surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune But I hear the voices say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more No! NA Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty But surely heaven waits for you Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry Don't you cry no more No more! Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond this illusion I was soaring ever higher But I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreaming I can hear them say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, well It surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune But I hear the voices say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more No! NA Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty But surely heaven waits for you Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry Don't you cry no more No more!",1976
Tonight's the Night (Gonna Be Alright),Rod Stewart,"Stay away from my window Stay away from my back door too Disconnect the telephone line Relax baby and draw that blind Kick off your shoes and sit right down Loosen off that pretty French gown Let me pour you a good long drink Ooh, baby, don't you hesitate 'cause Tonight's the night It's gonna be alright 'Cause I love you girl Ain't nobody gonna stop us now C'mon, angel, my hearts on fire Don't deny your man's desire You'd be a fool to stop this tide Spread your wings and let me come inside 'cause Tonight's the night It's gonna be alright 'Cause I love you girl Ain't nobody gonna stop us now NA Don't say a word my virgin child Just let your inhibitions run wild The secret is about to unfold Upstairs before the night's too old Tonight's the night It's gonna be alright 'Cause I love you woman Ain't nobody gonna stop us now",1976
Dancing Queen,ABBA,"You can dance, you can jive Having the time of your life Ooh, see that girl, watch that scene Digging the dancing queen Friday night and the lights are low Looking out for a place to go Where they play the right music, getting in the swing You come to look for a king Anybody could be that guy Night is young and the music's high With a bit of rock music, everything is fine You're in the mood for a dance And when you get the chance You are the dancing queen Young and sweet, only seventeen Dancing queen Feel the beat from the tambourine, oh yeah You can dance, you can jive Having the time of your life Ooh, see that girl, watch that scene Digging the dancing queen You're a teaser, you turn 'em on Leave 'em burning and then you're gone Looking out for another, anyone will do You're in the mood for a dance And when you get the chance You are the dancing queen Young and sweet, only seventeen Dancing queen Feel the beat from the tambourine, oh yeah You can dance, you can jive Having the time of your life Ooh, see that girl, watch that scene Digging the dancing queen Digging the dancing queen",1976
Livin' Thing,Electric Light Orchestra,"Sailin' away on the crest of a wave It's like magic Oh, rollin' and ridin' and slippin' & slidin'It's magic And you and your sweet desire You took me, oh, higher and higher, baby It's a livin' thing It's a terrible thing to lose It's a given thing What a terrible thing to lose (I'm taking a dive, dive) Making believe this is what you conceived From your worst day (I'm taking a dive) Oh, moving in line then you look back in time To the first day (I'm taking, I'm taking) And you and your sweet desire (Don't you do it, don't you do it) You took me, oh, higher and higher, baby It's a livin' thing It's a terrible thing to lose It's a given thing What a terrible thing to lose (I'm taking a dive on the slide, hey) Takin' a dive 'cause you can't halt the slide Floating downstream (I'm taking a dive) Oh, so let her go, don't start spoiling the show It's a bad dream (I'm taking, I'm taking) And you and your sweet desire (Don't you do it, don't you do it) You took me, oh, higher and higher, baby It's a livin' thing It's a terrible thing to lose It's a given thing What a terrible thing to lose It's a livin' thing It's a terrible thing to lose It's a given thing What a terrible thing to lose",1976
Jailbreak,Thin Lizzy,"Tonight there's gonna be a jailbreak Somewhere in this town See me and the boys, we don't like it So we're getting up and going down Hiding low looking right to left If you see us coming I think it's best To move away do you hear what I say From under my breath Tonight there's gonna be a jailbreak Somewhere in the town Tonight there's gonna be a jailbreak So don't you be around Don't you be around Tonight there's gonna be trouble Some of us won't survive See the boys and me mean business Busting out dead or alive I can hear the hound dogs on my trail All hell breaks loose, alarm and sirens wail Like the game if you lose Go to jail Tonight there's gonna be a jailbreak Somewhere in the town Tonight there's gonna be a jailbreak So don't you be around Tonight there's gonna be trouble I'm gonna find myself in Tonight there's gonna be trouble So woman, stay with a friend You know it's safer Breakout Tonight there's gonna be a breakout Into the city zones Don't you dare to try and stop us No one could for long Searchlight on my trail Tonight's the night all systems fail Hey you, good looking female Come here Tonight there's gonna be a jailbreak Somewhere in the town Tonight there's gonna be a jailbreak So don't you be around Tonight there's gonna be trouble I'm gonna find myself in Tonight there's gonna be trouble So woman stay with a friend",1976
What Can I Say,Boz Scaggs,"(What can I say?) (What can I do?) 3 AM, it's me again, wouldn't you know? Things would have to end this way I did my best the perfect guest knew when to go Perfect you knew when to stay Come on, tell me that you love me, dear I've been feeling down some too After all, it's time I made it clear I've been waiting just for you (What can I say?) Oh, you make me know, baby (What can I do?) To show you that I care (What can I say?) Got to have your number, baby (What can I do?) Dodododo.... Can't you see the people who stop and stare Don't it make you wonder why? I just happened to be standing there Can't you see it in my eye? (What can I say?) You got me acting like a fool, girl (What can I do?) Stop making like a little school, girl (What can I say?) Could be your lucky day, baby (What can I do?) Ooooh, it's hot Ooohooo, it's hot, little girl Ooooooo talking girl (What can I say?) Oh, you make me know, baby (What can I do?) To show you that I care (What can I say?) Oh, I got down on my knees (What can I do?) Please, please, what can I say? (What can I do?) (What can I do?) Oooh, what can I do (What can I say?) What can I say, baby? (What can I say?)",1976
